date,transaction,volume,amount,pe,market value,negotiable value,exchange rate
1999-03-10,39.1336,34292.7649,30.38058783,32.442,10669.34415039,2987.35528353,0.8804
1999-03-11,50.8247,44608.475,39.98205087,,10829.09753783,3033.67550927,1.1446
1999-03-12,64.5505,53484.4147,44.95672354,33.159,10959.19725028,3060.04449986,1.3642
1999-03-15,70.5048,56128.2958,50.08176697,33.317,11017.93656447,3076.13581294,1.4307
1999-03-16,56.4525,44862.2389,40.32669022,33.322,11042.32073684,3081.79347757,1.1429
1999-03-17,63.3488,56669.1634,49.56740291,32.929,10968.52580626,3059.68428979,1.4428
1999-03-18,47.9406,41703.4278,36.97612546,32.731,10906.82743251,3055.24689126,1.0584
1999-03-19,63.5817,56179.4076,56.80622591,33.33,11139.56709578,3122.86871815,1.4225
1999-03-22,71.0452,61665.9594,56.32754154,33.33,11139.59743442,3126.22551704,1.5612
1999-03-23,47.816,42270.6101,37.80260143,33.345,11122.17226365,3125.95643272,1.0701
1999-03-24,47.572,40718.5278,38.05379031,33.215,11103.26585277,3124.16885503,1.0292
1999-03-25,48.4428,40324.5772,37.73399684,32.866,11001.38135319,3095.03206811,1.018
1999-03-26,42.0766,36396.5207,35.44642181,32.983,11040.33674925,3102.78710404,0.9189
1999-03-29,49.3714,41682.9116,39.99718379,33.217,11129.34240681,3130.82874882,1.0511
